Id,GameId,GameSysname,ProviderId,Provider,ManufId,Manuf,TypeId,Type,Alias,CaptionEN,Category,Description,Credits,IsLive,IsMobile,IsJackpot,JackpotContr.,ProviderFee,IsBonusExcluded,UpdateMan,UpadateCaptionEN,UpadateCategory,UpdateCaption,UpdateMobile,UpdateType,UpdateBonusExcluded,
1,81,AmericanRoulette,15,Viaden,1,Viaden,12,NORMAL,VD_AmericanRoulette,American Roulette,Roulette,Viaden,50,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=1,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'American Roulette' WHERE id =1,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Roulette' WHERE id =1,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_AmericanRoulette' WHERE id =1,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =1,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =1,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =1,
2,1,EuropeanRoulette,15,Viaden,1,Viaden,12,NORMAL,VD_EuropeanRoulette,European Roulette,Roulette,Viaden,50,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=2,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'European Roulette' WHERE id =2,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Roulette' WHERE id =2,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_EuropeanRoulette' WHERE id =2,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =2,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =2,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =2,
3,94,FrenchRoulette,15,Viaden,1,Viaden,12,NORMAL,VD_FrenchRoulette,French Roulette,Roulette,Viaden,20,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=3,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'French Roulette' WHERE id =3,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Roulette' WHERE id =3,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_FrenchRoulette' WHERE id =3,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =3,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =3,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =3,
4,75,BlackJackSwitch,15,Viaden,1,Viaden,12,NORMAL,VD_BlackJackSwitch,BlackJack Switch,BlackJack,Viaden,10,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=4,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'BlackJack Switch' WHERE id =4,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'BlackJack' WHERE id =4,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_BlackJackSwitch' WHERE id =4,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =4,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =4,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =4,
5,5,CardWars,15,Viaden,1,Viaden,12,NORMAL,VD_CardWars,Card Wars,Table Game,Viaden,10,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=5,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Card Wars' WHERE id =5,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Table Game' WHERE id =5,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_CardWars' WHERE id =5,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =5,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =5,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =5,
6,88,FaceUp21,15,Viaden,1,Viaden,12,NORMAL,VD_FaceUp21,Face Up 21,Table Game,Viaden,10,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=6,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Face Up 21' WHERE id =6,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Table Game' WHERE id =6,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_FaceUp21' WHERE id =6,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =6,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =6,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =6,
7,83,Pontoon,15,Viaden,1,Viaden,12,NORMAL,VD_Pontoon,Pontoon,Table Game,Viaden,10,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=7,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Pontoon' WHERE id =7,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Table Game' WHERE id =7,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_Pontoon' WHERE id =7,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =7,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =7,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =7,
8,93,PuntoBanco,15,Viaden,1,Viaden,12,NORMAL,VD_PuntoBanco,Punto Banco,Table Game,Viaden,10,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=8,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Punto Banco' WHERE id =8,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Table Game' WHERE id =8,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_PuntoBanco' WHERE id =8,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =8,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =8,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =8,
9,14,Baccarat,15,Viaden,1,Viaden,12,NORMAL,VD_Baccarat,Baccarat,Baccarat,Viaden,10,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=9,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Baccarat' WHERE id =9,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Baccarat' WHERE id =9,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_Baccarat' WHERE id =9,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =9,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =9,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =9,
10,2,BlackjackSurrender,15,Viaden,1,Viaden,12,NORMAL,VD_BlackjackSurrender,Blackjack Surrender,BlackJack,Viaden,10,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=10,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Blackjack Surrender' WHERE id =10,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'BlackJack' WHERE id =10,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_BlackjackSurrender' WHERE id =10,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =10,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =10,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =10,
11,18,Blackjack,15,Viaden,1,Viaden,12,NORMAL,VD_Blackjack,Blackjack,BlackJack,Viaden,10,0,0,0,0,0.1,1,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=11,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Blackjack' WHERE id =11,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'BlackJack' WHERE id =11,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_Blackjack' WHERE id =11,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =11,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =11,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 1 WHERE id =11,
12,63,CubanaTropicana,15,Viaden,1,Viaden,12,NORMAL,VD_CubanaTropicana,Cubana Tropicana,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=12,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Cubana Tropicana' WHERE id =12,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =12,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_CubanaTropicana' WHERE id =12,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =12,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =12,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =12,
13,70,JourdelAmour,15,Viaden,1,Viaden,12,NORMAL,VD_JourdelAmour,Jourdel Amour,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=13,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Jourdel Amour' WHERE id =13,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =13,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_JourdelAmour' WHERE id =13,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =13,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =13,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =13,
14,20,EmpireGlory,15,Viaden,1,Viaden,12,NORMAL,VD_EmpireGlory,Empire Glory,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=14,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Empire Glory' WHERE id =14,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =14,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_EmpireGlory' WHERE id =14,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =14,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =14,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =14,
15,45,Enigma,15,Viaden,1,Viaden,12,NORMAL,VD_Enigma,Enigma,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=15,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Enigma' WHERE id =15,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =15,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_Enigma' WHERE id =15,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =15,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =15,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =15,
16,59,HouseOfScare,15,Viaden,1,Viaden,12,NORMAL,VD_HouseOfScare,House Of Scare,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=16,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'House Of Scare' WHERE id =16,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =16,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_HouseOfScare' WHERE id =16,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =16,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =16,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =16,
17,27,MagicPot,15,Viaden,1,Viaden,12,NORMAL,VD_MagicPot,Magic Pot,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=17,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Magic Pot' WHERE id =17,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =17,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_MagicPot' WHERE id =17,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =17,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =17,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =17,
18,57,MaverickSaloon,15,Viaden,1,Viaden,12,NORMAL,VD_MaverickSaloon,Maverick Saloon,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=18,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Maverick Saloon' WHERE id =18,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =18,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_MaverickSaloon' WHERE id =18,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =18,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =18,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =18,
19,65,JingleBellsRide,15,Viaden,1,Viaden,12,NORMAL,VD_JingleBellsRide,Jingle Bells Ride,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=19,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Jingle Bells Ride' WHERE id =19,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =19,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_JingleBellsRide' WHERE id =19,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =19,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =19,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =19,
21,95,CherryGoRound,15,Viaden,1,Viaden,12,NORMAL,VD_CherryGoRound,Cherry Go Round,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=21,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Cherry Go Round' WHERE id =21,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =21,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_CherryGoRound' WHERE id =21,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =21,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =21,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =21,
22,40,VikingConquest,15,Viaden,1,Viaden,12,NORMAL,VD_VikingConquest,Viking Conquest,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=22,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Viking Conquest' WHERE id =22,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =22,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_VikingConquest' WHERE id =22,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =22,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =22,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =22,
23,22,LandOfUnicorn,15,Viaden,1,Viaden,12,NORMAL,VD_LandOfUnicorn,Land Of Unicorn,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=23,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Land Of Unicorn' WHERE id =23,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =23,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_LandOfUnicorn' WHERE id =23,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =23,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =23,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =23,
24,24,DragonTale,15,Viaden,1,Viaden,12,NORMAL,VD_DragonTale,Dragon Tale,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=24,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Dragon Tale' WHERE id =24,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =24,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_DragonTale' WHERE id =24,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =24,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =24,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =24,
25,97,DeepBlue,15,Viaden,1,Viaden,12,NORMAL,VD_DeepBlue,Deep Blue,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=25,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Deep Blue' WHERE id =25,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =25,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_DeepBlue' WHERE id =25,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =25,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =25,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =25,
26,84,LuckyPirate,15,Viaden,1,Viaden,12,NORMAL,VD_LuckyPirate,Lucky Pirate,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=26,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Lucky Pirate' WHERE id =26,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =26,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_LuckyPirate' WHERE id =26,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =26,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =26,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =26,
27,10,LuxorValley,15,Viaden,1,Viaden,12,NORMAL,VD_LuxorValley,Luxor Valley,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=27,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Luxor Valley' WHERE id =27,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =27,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_LuxorValley' WHERE id =27,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =27,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =27,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =27,
28,92,BurningCherryDeluxe,15,Viaden,1,Viaden,12,NORMAL,VD_BurningCherryDeluxe,Burning Cherry Deluxe,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=28,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Burning Cherry Deluxe' WHERE id =28,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =28,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_BurningCherryDeluxe' WHERE id =28,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =28,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =28,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =28,
29,23,SignOfLuck,15,Viaden,1,Viaden,12,NORMAL,VD_SignOfLuck,Sign Of Luck,Slot, Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=29,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Sign Of Luck' WHERE id =29,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =29,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_SignOfLuck' WHERE id =29,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =29,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =29,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =29,
30,76,CoffeeTime,15,Viaden,1,Viaden,12,NORMAL,VD_CoffeeTime,Coffee Time,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=30,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Coffee Time' WHERE id =30,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =30,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_CoffeeTime' WHERE id =30,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =30,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =30,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =30,
31,19,CharmingChic,15,Viaden,1,Viaden,12,NORMAL,VD_CharmingChic,Charming Chic,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=31,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Charming Chic' WHERE id =31,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =31,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_CharmingChic' WHERE id =31,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =31,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =31,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =31,
32,16,MayaPyramid,15,Viaden,1,Viaden,12,NORMAL,VD_MayaPyramid,Maya Pyramid,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=32,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Maya Pyramid' WHERE id =32,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =32,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_MayaPyramid' WHERE id =32,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =32,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =32,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =32,
33,7,VanillaCocktails,15,Viaden,1,Viaden,12,NORMAL,VD_VanillaCocktails,Vanilla Cocktails,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=33,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Vanilla Cocktails' WHERE id =33,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =33,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_VanillaCocktails' WHERE id =33,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =33,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =33,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =33,
34,29,DiceExpress,15,Viaden,1,Viaden,12,NORMAL,VD_DiceExpress,Dice Express,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=34,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Dice Express' WHERE id =34,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =34,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_DiceExpress' WHERE id =34,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =34,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =34,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =34,
35,28,DiceExpressDeluxe,15,Viaden,1,Viaden,12,NORMAL,VD_DiceExpressDeluxe,Dice Express Deluxe,Slot,Viaden,150,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=35,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Dice Express Deluxe' WHERE id =35,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =35,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_DiceExpressDeluxe' WHERE id =35,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =35,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =35,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =35,
36,51,LetThemRide,15,Viaden,1,Viaden,12,NORMAL,VD_LetThemRide,Let Them Ride,Slot,Viaden,20,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=36,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Let Them Ride' WHERE id =36,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =36,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_LetThemRide' WHERE id =36,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =36,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =36,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =36,
37,47,RedDog,15,Viaden,1,Viaden,12,NORMAL,VD_RedDog,Red Dog,Slot,Viaden,20,0,0,0,0,0.1,0,UPDATE [dbo].[UserCasinoGames] SET [Manufacturer] =1  WHERE id=37,UPDATE [dbo].[UserCasinoGames] SET [CaptionEN] = 'Red Dog' WHERE id =37,UPDATE [dbo].[UserCasinoGames] SET [Category] = 'Slot' WHERE id =37,UPDATE [dbo].[UserCasinoGames] SET [Caption] = 'VD_RedDog' WHERE id =37,UPDATE [dbo].[UserCasinoGames] SET IsMobile = 0 WHERE id =37,UPDATE [dbo].[UserCasinoGames] SET Type = 12 WHERE id =37,UPDATE [dbo].[UserCasinoGames] SET IsBonusExcluded = 0 WHERE id =37,
